order,family,genus,species,scientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year,basisOfRecord
Pelecaniformes,Ardeidae,Egretta,Egretta thula,"Egretta thula (Molina, 1782)",,Bolívar,10.42868,-75.548828,2025-01-05 16:50:00,5.0,1.0,2025.0,HUMAN_OBSERVATION
Piciformes,Bucconidae,Notharchus,Notharchus tectus,"Notharchus tectus (Boddaert, 1783)",,Atlántico,11.005845,-74.683324,2025-02-11 07:59:00,11.0,2.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Jacanidae,Jacana,Jacana jacana,"Jacana jacana (Linnaeus, 1766)",,Bolívar,10.541411,-75.466088,,12.0,7.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Columbina,Columbina passerina,"Columbina passerina (Linnaeus, 1758)",,Bolívar,10.424547,-75.553675,,21.0,12.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Todirostrum,Todirostrum cinereum,"Todirostrum cinereum (Linnaeus, 1766)",,Atlántico,11.033499,-74.842648,2026-01-14 14:27:00,14.0,1.0,2026.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Egretta,Egretta thula,"Egretta thula (Molina, 1782)",,Bolívar,10.430167,-75.54663,2025-01-05 10:26:00,5.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Cathartes,Cathartes aura,"Cathartes aura (Linnaeus, 1758)",,Magdalena,11.294868,-73.911417,2025-09-10 08:09:00,10.0,9.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Ramphocelus,Ramphocelus dimidiatus,"Ramphocelus dimidiatus Lafresnaye, 1837",,Magdalena,11.294868,-73.911417,2025-09-10 08:09:00,10.0,9.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Protonotaria,Protonotaria citrea,"Protonotaria citrea (Boddaert, 1783)",,Atlántico,11.033499,-74.842648,2026-01-14 14:22:00,14.0,1.0,2026.0,HUMAN_OBSERVATION
Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax brasilianus,"Nannopterum brasilianum (J.F.Gmelin, 1789)",,Atlántico,11.021599,-74.795731,2026-01-14 10:17:00,14.0,1.0,2026.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Plegadis,Plegadis falcinellus,"Plegadis falcinellus (Linnaeus, 1766)",,Córdoba,9.082581,-75.801474,,23.0,12.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passerellidae,Arremonops,Arremonops tocuyensis,"Arremonops tocuyensis Todd, 1912",,La Guajira,11.420917,-73.050255,2025-01-21 09:20:00,21.0,1.0,2025.0,HUMAN_OBSERVATION
Galliformes,Phasianidae,Pavo,Pavo cristatus,"Pavo cristatus Linnaeus, 1758",,La Guajira,11.218929,-73.40205,2025-11-12 16:59:00,12.0,11.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Myiothlypis,Myiothlypis conspicillata,"Myiothlypis conspicillata (Salvin & Godman, 1880)",,Magdalena,11.035104,-74.113965,2025-02-23 14:18:00,23.0,2.0,2025.0,HUMAN_OBSERVATION
Apodiformes,Trochilidae,Chalybura,Chalybura buffonii,"Chalybura buffonii (R.Lesson, 1832)",,Magdalena,11.132091,-74.102703,2025-10-12 07:07:00,12.0,10.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Sporathraupis,Sporathraupis cyanocephala,"Sporathraupis cyanocephala (d'Orbigny & Lafresnaye, 1837)",,Cesar,10.36304,-72.946658,,25.0,2.0,2026.0,HUMAN_OBSERVATION
Galliformes,Cracidae,Ortalis,Ortalis garrula,"Ortalis garrula (Humboldt, 1805)",,Atlántico,11.014787,-74.842723,2025-03-05 10:30:00,5.0,3.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Caracara,Caracara plancus,"Caracara plancus (J.F.Miller, 1777)",,La Guajira,12.198862,-72.147583,,18.0,7.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passeridae,Passer,Passer domesticus,"Passer domesticus (Linnaeus, 1758)",,La Guajira,11.428959,-73.089847,2025-09-20 09:44:00,20.0,9.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Egretta,Egretta caerulea,"Egretta caerulea (Linnaeus, 1758)",,La Guajira,11.419442,-73.068502,2025-02-21 11:25:00,21.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus griseus,"Campylorhynchus griseus (Swainson, 1838)",,Magdalena,11.20138,-74.227087,2025-02-24 09:45:00,24.0,2.0,2025.0,HUMAN_OBSERVATION
Apodiformes,Trochilidae,Florisuga,Florisuga mellivora,"Florisuga mellivora (Linnaeus, 1758)",,Magdalena,11.14409,-74.108978,2025-01-15 15:32:00,15.0,1.0,2025.0,HUMAN_OBSERVATION
Apodiformes,Trochilidae,Lafresnaya,Lafresnaya lafresnayi,"Lafresnaya lafresnayi (Boissonneau, 1840)",,Magdalena,11.110391,-74.042558,2025-03-06 06:10:00,6.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,"Quiscalus mexicanus (Gmelin, 1788)",,Bolívar,10.415668,-75.542611,2025-12-25 15:28:00,25.0,12.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Egretta,Egretta thula,"Egretta thula (Molina, 1782)",,Bolívar,10.432167,-75.544766,,9.0,8.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Ardea,Ardea alba,"Ardea alba Linnaeus, 1758",,Atlántico,11.010161,-74.781948,,14.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Saltator,Saltator olivascens,"Saltator olivascens Cabanis, 1849",,La Guajira,11.417847,-73.068137,2025-02-21 11:45:00,21.0,2.0,2025.0,HUMAN_OBSERVATION
Strigiformes,Strigidae,Glaucidium,Glaucidium brasilianum,"Glaucidium brasilianum (J.F.Gmelin, 1788)",,Bolívar,10.208596,-75.605844,,9.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Protonotaria,Protonotaria citrea,"Protonotaria citrea (Boddaert, 1783)",,Magdalena,11.002132,-74.223519,,28.0,2.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Plegadis,Plegadis falcinellus,"Plegadis falcinellus (Linnaeus, 1766)",,Atlántico,10.775076,-74.76528,2025-11-23 15:12:00,23.0,11.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Grallariidae,Grallaria,Grallaria bangsi,"Grallaria bangsi Allen, 1900",,Magdalena,11.117579,-74.123616,2026-01-17 09:05:00,17.0,1.0,2026.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,"Rostrhamus sociabilis (Vieillot, 1817)",,Córdoba,9.137968,-75.84556,2025-02-07 23:21:00,7.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Diglossa,Diglossa albilatera,"Diglossa albilatera Lafresnaye, 1843",,Magdalena,11.100878,-74.072053,,17.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Saltator,Saltator striatipectus,"Saltator striatipectus Lafresnaye, 1847",,Magdalena,11.143418,-74.110164,2025-05-29 16:46:00,29.0,5.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,"Rupornis magnirostris (Gmelin, 1788)",,La Guajira,11.412814,-73.067076,2025-02-21 12:10:00,21.0,2.0,2025.0,HUMAN_OBSERVATION
Anseriformes,Anatidae,Spatula,Spatula discors,"Spatula discors (Linnaeus, 1766)",,Córdoba,9.090307,-75.799862,,23.0,12.0,2025.0,HUMAN_OBSERVATION
Cuculiformes,Cuculidae,Crotophaga,Crotophaga major,"Crotophaga major Gmelin, 1788",,Córdoba,9.109828,-76.175792,2025-06-17 07:09:00,17.0,6.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Ardea,Ardea alba,"Ardea alba egretta Gmelin, 1789",,Sucre,9.419199,-75.652748,,12.0,3.0,2026.0,HUMAN_OBSERVATION
Apodiformes,Trochilidae,Colibri,Colibri delphinae,"Colibri delphinae (R.Lesson, 1839)",,Magdalena,11.043921,-74.091853,2025-03-17 17:01:00,17.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Cardinalidae,Piranga,Piranga rubra,"Piranga rubra (Linnaeus, 1758)",,Bolívar,10.354989,-75.428386,2026-01-30 08:31:00,30.0,1.0,2026.0,HUMAN_OBSERVATION
Piciformes,Picidae,Dryocopus,Dryocopus lineatus,"Dryocopus lineatus (Linnaeus, 1766)",,Magdalena,11.105433,-74.110672,,21.0,12.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Cotingidae,Pachyramphus,Pachyramphus cinnamomeus,"Pachyramphus cinnamomeus Lawrence, 1861",,Magdalena,11.144625,-74.10874,2025-01-20 06:37:00,20.0,1.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura viridicata,"Pyrrhura viridicata Todd, 1913",,Magdalena,11.12213,-74.101424,,23.0,2.0,2025.0,HUMAN_OBSERVATION
Anseriformes,Anatidae,Dendrocygna,Dendrocygna autumnalis,"Dendrocygna autumnalis (Linnaeus, 1758)",,Magdalena,9.007591,-74.108893,2025-03-11 14:18:00,11.0,3.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Ara,Ara ararauna,"Ara ararauna (Linnaeus, 1758)",,Bolívar,10.561182,-75.440831,,27.0,8.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Cardinalidae,Piranga,Piranga rubra,"Piranga rubra (Linnaeus, 1758)",,Bolívar,10.363156,-75.425137,2025-01-28 13:14:00,28.0,1.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Scolopacidae,Tringa,Tringa semipalmata,"Tringa semipalmata (J.F.Gmelin, 1789)",,Córdoba,9.205974,-76.087108,2026-01-13 23:24:00,13.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Ramphocelus,Ramphocelus dimidiatus,"Ramphocelus dimidiatus Lafresnaye, 1837",,Magdalena,11.14412,-74.108332,2025-01-20 07:34:00,20.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,"Quiscalus mexicanus (Gmelin, 1788)",,Magdalena,11.193988,-74.230554,2025-10-01 10:48:00,1.0,10.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus griseus,"Campylorhynchus griseus (Swainson, 1838)",,Córdoba,8.804708,-75.850623,,24.0,7.0,2025.0,HUMAN_OBSERVATION
Apodiformes,Trochilidae,Colibri,Colibri delphinae,"Colibri delphinae (R.Lesson, 1839)",,Magdalena,11.061576,-73.97907,2025-02-13 14:08:00,13.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Tachyphonus,Tachyphonus rufus,"Tachyphonus rufus (Boddaert, 1783)",,Magdalena,11.153242,-74.110593,,5.0,2.0,2026.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Ardea,Ardea cocoi,"Ardea cocoi Linnaeus, 1766",,Atlántico,11.024495,-74.886403,2025-08-26 08:41:00,26.0,8.0,2025.0,HUMAN_OBSERVATION
Cuculiformes,Cuculidae,Crotophaga,Crotophaga ani,"Crotophaga ani Linnaeus, 1758",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Leptotila,Leptotila verreauxi,"Leptotila verreauxi Bonaparte, 1855",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Patagioenas,Patagioenas cayennensis,"Patagioenas cayennensis (Bonnaterre, 1792)",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,"Rupornis magnirostris (Gmelin, 1788)",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Elaenia,Elaenia flavogaster,"Elaenia flavogaster (Thunberg, 1822)",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Galliformes,Odontophoridae,Colinus,Colinus cristatus,"Colinus cristatus (Linnaeus, 1766)",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Columbina,Columbina squammata,"Columbina squammata (R.Lesson, 1831)",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Saltator,Saltator olivascens,"Saltator olivascens Cabanis, 1849",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Cuculiformes,Cuculidae,Piaya,Piaya cayana,"Piaya cayana (Linnaeus, 1766)",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Volatinia,Volatinia jacarina,"Volatinia jacarina (Linnaeus, 1766)",Danies,Cesar,9.60796,-73.270026,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus melancholicus,"Tyrannus melancholicus Vieillot, 1819",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Myiozetetes,Myiozetetes similis,"Myiozetetes similis (Spix, 1825)",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thamnophilidae,Formicivora,Formicivora grisea,"Formicivora grisea (Boddaert, 1783)",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,"Pitangus sulphuratus (Linnaeus, 1766)",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Icterus,Icterus nigrogularis,"Icterus nigrogularis (Hahn, 1819)",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thamnophilidae,Thamnophilus,Thamnophilus doliatus,"Thamnophilus doliatus (Linnaeus, 1764)",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Piciformes,Galbulidae,Galbula,Galbula ruficauda,"Galbula ruficauda Cuvier, 1816",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Aratinga,Aratinga pertinax,"Eupsittula pertinax (Linnaeus, 1758)",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Cuculiformes,Cuculidae,Crotophaga,Crotophaga sulcirostris,"Crotophaga sulcirostris Swainson, 1827",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Cuculiformes,Cuculidae,Tapera,Tapera naevia,"Tapera naevia (Linnaeus, 1766)",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Piciformes,Picidae,Melanerpes,Melanerpes rubricapillus,"Melanerpes rubricapillus (Cabanis, 1862)",Caño Babilla,Cesar,9.602004,-73.260851,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Cuculiformes,Cuculidae,Crotophaga,Crotophaga ani,"Crotophaga ani Linnaeus, 1758",Caño Babilla,Cesar,9.602004,-73.260851,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Cuculiformes,Cuculidae,Piaya,Piaya cayana,"Piaya cayana (Linnaeus, 1766)",Caño Babilla,Cesar,9.602004,-73.260851,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",Caño Babilla,Cesar,9.602004,-73.260851,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Leptotila,Leptotila verreauxi,"Leptotila verreauxi Bonaparte, 1855",Caño Babilla,Cesar,9.602004,-73.260851,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Coraciiformes,Momotidae,Momotus,Momotus subrufescens,"Momotus subrufescens P.L.Sclater, 1853",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Galliformes,Odontophoridae,Colinus,Colinus cristatus,"Colinus cristatus (Linnaeus, 1766)",Caño Babilla,Cesar,9.602004,-73.260851,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Columbina,Columbina squammata,"Columbina squammata (R.Lesson, 1831)",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Columbina,Columbina talpacoti,"Columbina talpacoti (Temminck, 1810)",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Volatinia,Volatinia jacarina,"Volatinia jacarina (Linnaeus, 1766)",Danies,Cesar,9.607753,-73.268646,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Leptotila,Leptotila verreauxi,"Leptotila verreauxi Bonaparte, 1855",Caño Babilla,Cesar,9.602967,-73.260332,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,"Rupornis magnirostris (Gmelin, 1788)",Caño Babilla,Cesar,9.602967,-73.260332,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Psarocolius,Psarocolius decumanus,"Psarocolius decumanus (Pallas, 1769)",Caño Babilla,Cesar,9.602004,-73.260851,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Patagioenas,Patagioenas cayennensis,"Patagioenas cayennensis (Bonnaterre, 1792)",Caño Babilla,Cesar,9.602967,-73.260332,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,"Thraupis palmarum (Wied-Neuwied, 1821)",Caño Babilla,Cesar,9.602004,-73.260851,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Coereba,Coereba flaveola,"Coereba flaveola (Linnaeus, 1758)",Caño Babilla,Cesar,9.602004,-73.260851,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Brotogeris,Brotogeris jugularis,"Brotogeris jugularis (Statius Muller, 1776)",Caño Babilla,Cesar,9.602004,-73.260851,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Furnariidae,Xiphorhynchus,Xiphorhynchus picus,"Dendroplex picus (J.F.Gmelin, 1788)",Caño Babilla,Cesar,9.602004,-73.260851,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Milvago,Milvago chimachima,"Milvago chimachima (Vieillot, 1816)",Caño Babilla,Cesar,9.602004,-73.260851,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Falco,Falco sparverius,"Falco sparverius Linnaeus, 1758",Caño Babilla,Cesar,9.602004,-73.260851,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus melancholicus,"Tyrannus melancholicus Vieillot, 1819",Caño Babilla,Cesar,9.602967,-73.260332,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thamnophilidae,Thamnophilus,Thamnophilus doliatus,"Thamnophilus doliatus (Linnaeus, 1764)",Caño Babilla,Cesar,9.602967,-73.260332,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Furnariidae,Furnarius,Furnarius leucopus,"Furnarius leucopus Swainson, 1838",Caño Babilla,Cesar,9.602967,-73.260332,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Piciformes,Picidae,Melanerpes,Melanerpes rubricapillus,"Melanerpes rubricapillus (Cabanis, 1862)",Caño Babilla,Cesar,9.602967,-73.260332,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Milvago,Milvago chimachima,"Milvago chimachima (Vieillot, 1816)",Caño Babilla,Cesar,9.602967,-73.260332,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Columbina,Columbina talpacoti,"Columbina talpacoti (Temminck, 1810)",Caño Babilla,Cesar,9.602967,-73.260332,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Piciformes,Galbulidae,Galbula,Galbula ruficauda,"Galbula ruficauda Cuvier, 1816",Caño Babilla,Cesar,9.602967,-73.260332,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Galliformes,Cracidae,Ortalis,Ortalis ruficauda,"Ortalis ruficauda Jardine, 1847",Caño Babilla,Cesar,9.602967,-73.260332,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Cathartes,Cathartes aura,"Cathartes aura (Linnaeus, 1758)",Caño Babilla,Cesar,9.602967,-73.260332,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,"Pitangus sulphuratus (Linnaeus, 1766)",Caño Babilla,Cesar,9.602967,-73.260332,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",Botadero Occidental,Cesar,9.58738,-73.290469,,1.0,2.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,"Rupornis magnirostris (Gmelin, 1788)",Botadero Occidental,Cesar,9.58738,-73.290469,,1.0,2.0,2025.0,HUMAN_OBSERVATION
Galliformes,Odontophoridae,Colinus,Colinus cristatus,"Colinus cristatus (Linnaeus, 1766)",Botadero Occidental,Cesar,9.58738,-73.290469,,1.0,2.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Cathartes,Cathartes aura,"Cathartes aura (Linnaeus, 1758)",Botadero Occidental,Cesar,9.58738,-73.290469,,1.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Camptostoma,Camptostoma obsoletum,"Camptostoma obsoletum (Temminck, 1824)",Botadero Occidental,Cesar,9.58738,-73.290469,,1.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon,"Troglodytes aedon Vieillot, 1809",Botadero Occidental,Cesar,9.58738,-73.290469,,1.0,2.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Milvago,Milvago chimachima,"Milvago chimachima (Vieillot, 1816)",Botadero Occidental,Cesar,9.58738,-73.290469,,1.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Coereba,Coereba flaveola,"Coereba flaveola (Linnaeus, 1758)",Botadero Occidental,Cesar,9.58738,-73.290469,,1.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Corvidae,Cyanocorax,Cyanocorax affinis,"Cyanocorax affinis Pelzeln, 1856",Caño Babilla,Cesar,9.602967,-73.260332,,31.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,"Pitangus sulphuratus (Linnaeus, 1766)",Botadero Occidental,Cesar,9.58738,-73.290469,,1.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Volatinia,Volatinia jacarina,"Volatinia jacarina (Linnaeus, 1766)",Botadero CDJ,Cesar,9.5642,-73.303887,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Caracara,Caracara plancus,"Caracara plancus (J.F.Miller, 1777)",Botadero Santa Fé,Cesar,9.609315,-73.26278,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon,"Troglodytes aedon Vieillot, 1809",Botadero Santa Fé,Cesar,9.609315,-73.26278,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Burhinidae,Burhinus,Burhinus bistriatus,"Burhinus bistriatus (Wagler, 1829)",Botadero Santa Fé,Cesar,9.609315,-73.26278,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Cathartes,Cathartes aura,"Cathartes aura (Linnaeus, 1758)",Botadero Santa Fé,Cesar,9.609315,-73.26278,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Charadriidae,Vanellus,Vanellus chilensis,"Vanellus chilensis (Molina, 1782)",Botadero Santa Fé,Cesar,9.609315,-73.26278,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Sporophila,Sporophila intermedia,"Sporophila intermedia Cabanis, 1851",Botadero CDJ,Cesar,9.5642,-73.303887,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Milvago,Milvago chimachima,"Milvago chimachima (Vieillot, 1816)",Botadero Santa Fé,Cesar,9.609315,-73.26278,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Myiarchus,Myiarchus tyrannulus,"Myiarchus tyrannulus (Statius Muller, 1776)",Botadero CDJ,Cesar,9.5642,-73.303887,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Sporophila,Sporophila minuta,"Sporophila minuta (Linnaeus, 1758)",Botadero CDJ,Cesar,9.5642,-73.303887,,29.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus melancholicus,"Tyrannus melancholicus Vieillot, 1819",Botadero Santa Fé,Cesar,9.608376,-73.26401,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Icterus,Icterus nigrogularis,"Icterus nigrogularis (Hahn, 1819)",Botadero Santa Fé,Cesar,9.608376,-73.26401,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Ara,Ara ararauna,"Ara ararauna (Linnaeus, 1758)",Botadero Santa Fé,Cesar,9.608376,-73.26401,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon,"Troglodytes aedon Vieillot, 1809",Botadero Santa Fé,Cesar,9.608376,-73.26401,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Coereba,Coereba flaveola,"Coereba flaveola (Linnaeus, 1758)",Botadero Santa Fé,Cesar,9.609315,-73.26278,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Falco,Falco sparverius,"Falco sparverius Linnaeus, 1758",Botadero Santa Fé,Cesar,9.608376,-73.26401,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thamnophilidae,Sakesphorus,Sakesphorus canadensis,"Sakesphorus canadensis (Linnaeus, 1766)",Botadero Santa Fé,Cesar,9.609315,-73.26278,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Saltator,Saltator olivascens,"Saltator olivascens Cabanis, 1849",Botadero Santa Fé,Cesar,9.609315,-73.26278,,30.0,1.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Zenaida,Zenaida auriculata,"Zenaida auriculata (Des Murs, 1847)",Botadero Santa Fé,Cesar,9.609315,-73.26278,,30.0,1.0,2025.0,HUMAN_OBSERVATION
